Index,Name,Price,Original Price,Description,Rating,type
6567,APPLE iPad Pro (2018) 64 GB ROM 11 inch with Wi-Fi Only (Silver),71900,0,64 GB ROM,4.8,tablet
6568,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),38600,0,Touch ID makes unlocking your iPad simple and secure,4.7,tablet
6569,APPLE iPad (8th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Gold),41900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6570,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi+4G (Space Grey),88990,91100,10.5 Retina display for stunning detail,4.7,tablet
6571,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi Only (Silver),26459,28000,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6572,APPLE iPad Pro (2018) 256 GB ROM 11 inch with Wi-Fi Only (Space Grey),85900,0,256 GB ROM,4.8,tablet
6573,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi Only (Silver),57900,63500,10.5 Retina display for stunning detail,4.7,tablet
6574,APPLE iPad Pro 256 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),83990,86800,12.9 Retina display for stunning detail,4.7,tablet
6575,SAMSUNG Galaxy Tab S2 3 GB RAM 32 GB ROM 9.7 inch with Wi-Fi+4G Tablet (Gold),27999,42000,Multitask like a pro; Run multiple apps in split screen mode or in draggable pop-up windows,4.4,tablet
6576,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi Only (Gold),57900,63500,10.5 Retina display for stunning detail,4.7,tablet
6577,SAMSUNG Galaxy Tab A7 LTE 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Silver),15999,25999,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,4.4,tablet
6578,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Silver),34900,38600,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6579,Alcatel 3T8 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Metallic Black),0,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6580,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 128 GB ROM 12.9 inch with Wi-Fi Only (Silver),85900,89900,6 GB RAM | 128 GB ROM,4.7,tablet
6581,SAMSUNG Galaxy Tab A 1.5 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (White),9490,10400,1.5 GB RAM | 8 GB ROM | Expandable Upto 200 GB,4.2,tablet
6582,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi+4G (Rose Gold),60990,61400,10.5 Retina display for stunning detail,4.7,tablet
6583,APPLE iPad Pro (2018) 1 TB ROM 12.9 inch with Wi-Fi+4G (Silver),171900,0,1 TB ROM,4.7,tablet
6584,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 1 TB ROM 12.9 inch with Wi-Fi+4G (Silver),144900,148900,6 GB RAM | 1 TB ROM,4.7,tablet
6585,Apple iPad Pro 32 GB 9.7 inch with Wi-Fi+4G,61900,0,2 GB RAM | 32 GB ROM,4.5,tablet
6586,APPLE iPad Pro 64 GB ROM 12.9 inch with Wi-Fi+4G (Silver),74100,0,12.9 Retina display for stunning detail,4.7,tablet
6587,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi+4G (Rose Gold),67900,74100,10.5 Retina display for stunning detail,4.7,tablet
6588,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi+4G (Space Grey),67900,74100,10.5 Retina display for stunning detail,4.7,tablet
6589,APPLE iPad Pro (2018) 256 GB ROM 11 inch with Wi-Fi Only (Silver),85900,0,256 GB ROM,4.8,tablet
6590,Alcatel A3 10 1 GB RAM 16 GB ROM 10 inch with Wi-Fi Only Tablet (Black),0,0,Project photos and videos on your TV screen using Miracast,3.9,tablet
6591,Lenovo TAB P10 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Aurora Black),19999,0,3 GB RAM | 32 GB ROM,4.4,tablet
6592,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi+4G (Rose Gold),83990,91100,10.5 Retina display for stunning detail,4.7,tablet
6593,APPLE iPad (8th Gen) 32 GB ROM 10.2 inch with Wi-Fi Only (Gold),29900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6594,APPLE iPad Pro (2018) 64 GB ROM 11 inch with Wi-Fi+4G (Silver),83890,85900,64 GB ROM,4.8,tablet
6595,APPLE iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Silver),49900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6596,APPLE iPad Pro 64 GB ROM 12.9 inch with Wi-Fi+4G (Gold),74100,0,12.9 Retina display for stunning detail,4.7,tablet
6597,"Alcatel A3 10 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (White, Grey)",0,0,Dual speakers providing sound-wave effect with in-built Arkamys system,4.1,tablet
6598,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 256 GB ROM 11 inch with Wi-Fi Only (Silver),71900,80900,6 GB RAM | 256 GB ROM,4.7,tablet
6599,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Silver),34900,38600,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6600,APPLE iPad Pro (2018) 512 GB ROM 12.9 inch with Wi-Fi Only (Silver),121900,0,512 GB ROM,4.7,tablet
6601,APPLE iPad Pro 256 GB ROM 12.9 inch with Wi-Fi+4G (Silver),86800,0,iOS 10 World's Most Advanced OS,4.7,tablet
6602,"Alcatel A3 10 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (White, Blue)",0,0,Dual speakers providing sound-wave effect with in-built Arkamys system,4.1,tablet
6603,APPLE ipad Mini (2019) 64 GB ROM 7.9 inch with Wi-Fi Only (Gold),34900,0,7.9-inch Retina display with True Tone and wide color,4.6,tablet
6604,APPLE iPad (7th Gen) 128 GB ROM 10.2 inch with Wi-Fi Only (Gold),35295,37900,128 GB ROM,4.7,tablet
6605,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi Only (Space Grey),72990,80500,10.5 Retina display for stunning detail,4.7,tablet
6606,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),38600,0,Touch ID makes unlocking your iPad simple and secure,4.7,tablet
6607,APPLE iPad (7th Gen) 32 GB ROM 10.2 inch with Wi-Fi Only (Silver),27723,29900,32 GB ROM,4.7,tablet
6608,APPLE iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi Only (Gold),37900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6609,APPLE iPad Pro 256 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),73990,76200,iOS 10 World's Most Advanced OS,4.7,tablet
6610,APPLE iPad (7th Gen) 32 GB ROM 10.2 inch with Wi-Fi Only (Gold),27200,29900,32 GB ROM,4.7,tablet
6611,I Kall N6 4G Dual Sim Smart Tablet 4 GB RAM 32 GB ROM 7 inch with Wi-Fi+4G Tablet (Purple),6399,8499,4 GB RAM | 32 GB ROM,3,tablet
6612,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 256 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),94900,98900,6 GB RAM | 256 GB ROM,4.7,tablet
6613,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi Only (Space Grey),63500,0,10.5 Retina display for stunning detail,4.7,tablet
6614,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 1 TB ROM 12.9 inch with Wi-Fi+4G (Space Grey),144900,148900,6 GB RAM | 1 TB ROM,4.7,tablet
6615,APPLE iPad Pro 512 GB ROM 12.9 inch with Wi-Fi Only (Silver),85900,93200,iOS 10 World's Most Advanced OS,4.7,tablet
6616,APPLE iPad Pro (2018) 1 TB ROM 12.9 inch with Wi-Fi+4G (Space Grey),171900,0,1 TB ROM,4.7,tablet
6617,APPLE iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Space Grey),49900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6618,APPLE iPad Pro 256 GB ROM 12.9 inch with Wi-Fi Only (Gold),73990,76200,iOS 10 World's Most Advanced OS,4.7,tablet
6619,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Gold),44900,0,64 GB ROM,4.7,tablet
6620,Apple iPad Pro 32 GB 9.7 inch with Wi-Fi+4G,61900,0,2 GB RAM | 32 GB ROM,4.5,tablet
6621,APPLE iPad Pro 512 GB ROM 12.9 inch with Wi-Fi+4G (Silver),99990,103800,12.9 Retina display for stunning detail,4.7,tablet
6622,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi+4G (Silver),67900,74100,10.5 Retina display for stunning detail,4.7,tablet
6623,Honor Pad 5 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Glacial Blue),19999,22999,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4,tablet
6624,APPLE iPad Pro 512 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),85900,93200,12.9 Retina display for stunning detail,4.7,tablet
6625,APPLE iPad Pro 64 GB ROM 12.9 inch with Wi-Fi Only (Gold),62990,63500,12.9 Retina display for stunning detail,4.7,tablet
6626,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 256 GB ROM 12.9 inch with Wi-Fi+4G (Silver),99900,112900,6 GB RAM | 256 GB ROM,4.7,tablet
6627,APPLE iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi Only (Silver),37900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6628,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi Only (Rose Gold),72990,80500,10.5 Retina display for stunning detail,4.7,tablet
6629,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi+4G (Silver),69900,0,256 GB ROM,4.7,tablet
6630,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 1 TB ROM 12.9 inch with Wi-Fi Only (Silver),130900,134900,6 GB RAM | 1 TB ROM,4.7,tablet
6631,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 1 TB ROM 12.9 inch with Wi-Fi Only (Space Grey),130900,134900,6 GB RAM | 1 TB ROM,4.7,tablet
6632,"Micromax Funbook Mini P410i Tablet (Wi-Fi, 3G)",7999,0,1 GB RAM | 1 GB ROM | Expandable Upto 32 GB,3.3,tablet
6633,APPLE iPad mini 4 2 GB RAM 128 GB ROM 7.9 inch with Wi-Fi Only (Space Grey),33800,42900,2 GB RAM | 128 GB ROM,4.4,tablet
6634,Lenovo Yoga A12 4 GB RAM 64 GB ROM 12.2 inch with Wi-Fi+4G Tablet (Gunmetal Grey),29990,0,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.1,tablet
6635,APPLE iPad Pro (2018) 256 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),117900,0,256 GB ROM,4.7,tablet
6636,APPLE iPad Pro (2018) 64 GB ROM 12.9 inch with Wi-Fi Only (Silver),89900,0,64 GB ROM,4.7,tablet
6637,APPLE iPad (8th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Space Grey),41900,0,Support for Apple Pencil (1st generation) and Smart Keyboard,4.7,tablet
6638,APPLE iPad Pro 512 GB ROM 12.9 inch with Wi-Fi Only (Gold),85900,93200,iOS 10 World's Most Advanced OS,4.7,tablet
6639,iball Slide Elan 4G2 2 GB RAM 16 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Cobalt Brown),13999,0,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,4,tablet
6640,APPLE iPad Pro (2018) 512 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),121900,0,512 GB ROM,4.7,tablet
6641,Honor T1 7.0 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+3G Tablet (Silver),6999,0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,4.2,tablet
6642,APPLE iPad (6th Gen) 128 GB ROM 9.7 inch with Wi-Fi Only (Silver),32999,35700,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6643,Lenovo Tab 4 8 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Slate Black),13344,16000,Dolby Atmos helps to turn the Tab 4 8 into a mobile entertainment hub,4.3,tablet
6644,SAMSUNG Galaxy Tab S2 3 GB RAM 32 GB ROM 9.7 inch with Wi-Fi+4G Tablet (White),27999,42000,Multitask like a pro; Run multiple apps in split screen mode or in draggable pop-up windows,4.4,tablet
6645,iball Slide Wings 4GP 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Silver Chrome),8499,10999,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.9,tablet
6646,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 512 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),130900,0,6 GB RAM | 512 GB ROM,4.7,tablet
6647,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 256 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),99900,112900,6 GB RAM | 256 GB ROM,4.7,tablet
6648,APPLE iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi+4G (Rose Gold),66900,0,Stunning 10.9-inch Liquid Retina display with True Tone and P3 wide color,4.7,tablet
6649,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 512 GB ROM 11 inch with Wi-Fi+4G (Space Grey),103900,112900,6 GB RAM | 512 GB ROM,4.7,tablet
6650,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G (Silver),76900,85900,6 GB RAM | 128 GB ROM,4.7,tablet
6651,APPLE iPad Pro 512 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),99990,103800,12.9 Retina display for stunning detail,4.7,tablet
6652,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi+4G (Space Grey),69900,0,256 GB ROM,4.7,tablet
6653,APPLE iPad Pro (2018) 64 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),89900,0,64 GB ROM,4.7,tablet
6654,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 512 GB ROM 12.9 inch with Wi-Fi Only (Silver),116900,0,6 GB RAM | 512 GB ROM,4.7,tablet
6655,SAMSUNG Galaxy Tab S7 (LTE) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G Tablet (Mystic Black),63999,69999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6656,Micromax FantabuletÂ F666 1 GB RAM 8 GB ROM 6.98 inch with Wi-Fi+3G Tablet (Blue),8499,0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.7,tablet
6657,SAMSUNG Galaxy Tab S3 (with Pen) 4 GB RAM 32 GB ROM 9.7 inch with Wi-Fi+4G Tablet (Silver),47990,51500,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4,tablet
6658,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 256 GB ROM 11 inch with Wi-Fi+4G (Silver),85900,94900,6 GB RAM | 256 GB ROM,4.7,tablet
6659,Samsung Galaxy Tab E,16700,0,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,4.3,tablet
6660,APPLE iPad Pro 64 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),62990,63500,12.9 Retina display for stunning detail,4.7,tablet
6661,Apple iPad Pro 32 GB 9.7 inch with Wi-Fi Only,49900,0,9.7 Retina display for stunning details,4.5,tablet
6662,Micromax Canvas Tab P70221 1 GB RAM 16 GB ROM 7 inch with Wi-Fi+3G Tablet (Black),4799,7999,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.6,tablet
6663,SAMSUNG Galaxy Tab S4 (with Pen) 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Grey),57990,62700,4 GB RAM | 64 GB ROM,4.6,tablet
6664,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 512 GB ROM 12.9 inch with Wi-Fi+4G (Silver),130900,0,6 GB RAM | 512 GB ROM,4.7,tablet
6665,Lenovo Tab Ideapad Duet 3 with Bluetooth Keyboard and Digital Pen 4 GB RAM 128 GB ROM 10.3 inches with...,27999,45000,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,3.9,tablet
6666,I Kall N13 2 GB RAM 16 GB ROM 7 inch with 4G Tablet (Black),0,0,2 GB RAM | 16 GB ROM,3.2,tablet
6667,iball Brisk 4G2 3 GB RAM 16 GB ROM 7 inch with Wi-Fi+4G Tablet (Cobalt Blue),7499,9999,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.8,tablet
6668,Honor MediaPad T3 10 2 GB RAM 16 GB ROM 9.6 inch with Wi-Fi+4G Tablet (Luxurious Gold),11999,15999,Single-piece anodized aluminium body,4.2,tablet
6669,Honor MediaPad T3 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Luxurious Gold),9999,13999,Single-piece anodized aluminium body,4.2,tablet
6670,APPLE iPad Pro (2018) 256 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),103900,0,256 GB ROM,4.7,tablet
6671,Swipe MTV Slash 3G Tablet,4999,7000,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,3.3,tablet
6672,LAVA Magnum 2 GB RAM 16 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Silver),12999,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3.7,tablet
6673,I Kall N19 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Black),6099,7499,2 GB RAM | 16 GB ROM,3.1,tablet
6674,Wishtel IRA Z PAD 4G 2 GB RAM 32 GB ROM 10 inch with Wi-Fi+4G Tablet (Black),9999,12999,2 GB RAM | 32 GB ROM,3.8,tablet
6675,SAMSUNG Galaxy Tab S7+ 6 GB RAM 128 GB ROM 12.4 inch with Wi-Fi Only Tablet (Mystic Silver),51999,76999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6676,Swipe Slate Plus 1 GB RAM 16 GB ROM 10 inch with Wi-Fi+3G Tablet (Champagne Gold),0,0,1 GB RAM | 16 GB ROM,3.6,tablet
6677,SAMSUNG Galaxy Tab A T355Y 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Smoky Titanium),17662,17800,"Only 7.5 mm thick and just 320 g, the Galaxy Tab A provides you with unbeatable portability, as well as a firm, secure grip",4.3,tablet
6678,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi+4G (Gold),55900,0,64 GB ROM,4.7,tablet
6679,APPLE iPad Pro 2021 (5th Generation) 8 GB RAM 128 GB ROM 12.9 inches with Wi-Fi+5G (Space Grey),113900,0,Apple M1 chip for next-level performance,4.6,tablet
6680,SAMSUNG Galaxy Tab A 1.5 GB RAM 16 GB ROM 7.5 cm with Wi-Fi+3G Tablet (Smoky Titanium),16900,18500,1.5 GB RAM | 16 GB ROM,4.2,tablet
6681,Lenovo Tab M10 HD (2nd Gen) 2 GB RAM 32 GB ROM 10.1 inches with Wi-Fi+4G Tablet (Platinum Grey),13999,20000,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.1,tablet
6682,iball Brace XJ 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Gold),19999,0,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,3.7,tablet
6683,Swipe Blaze 4G VoLTE 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Gold),0,0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.2,tablet
6684,Smartbeats N2 2 GB RAM 16 GB ROM 7 inch with Wi-Fi+4G Tablet (White),7999,11999,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3.5,tablet
6685,SAMSUNG Galaxy Tab A T385 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Gold),17989,19300,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,4.3,tablet
6686,SAMSUNG Galaxy Tab A T355Y 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Sandy White),14999,17800,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.3,tablet
6687,Elevn eTab 11 Pro 4 GB RAM 64 GB ROM 10.1 inches with Wi-Fi+4G Tablet (Aluminium Grey),15999,29990,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3.6,tablet
6688,APPLE iPad 128 GB ROM 9.7 inch with Wi-Fi+4G (Gold),46300,0,9.7 Retina display for stunning detail,4.6,tablet
6689,Lenovo Tab 3 2 GB RAM 16 GB ROM 8 inch with Wi-Fi Only Tablet (Black),8499,10000,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,4.1,tablet
6690,APPLE iPad 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),38600,0,9.7 Retina display for stunning detail,4.6,tablet
6691,APPLE iPad mini 4 2 GB RAM 128 GB ROM 7.9 inch with Wi-Fi Only (Gold),33800,42900,2 GB RAM | 128 GB ROM,4.4,tablet
6692,SAMSUNG Galaxy J Max 1.5 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Black),11900,12700,1.5 GB RAM | 8 GB ROM | Expandable Upto 200 GB,4.2,tablet
6693,SAMSUNG Galaxy Tablet S7 6 GB RAM 128 GB ROM 11 inch with Wi-Fi Only Tablet (Mystic Black),58999,59999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6694,APPLE iPad 32 GB ROM 9.7 inch with Wi-Fi+4G (Silver),38600,0,9.7 Retina display for stunning detail,4.6,tablet
6695,Alcatel 3T 10 with Keyboard 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Prime Black),14999,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3.9,tablet
6696,FUSION5 105Dv2 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Red),15999,24999,4 GB RAM | 64 GB ROM,4.3,tablet
6697,Smartbeats S5 2 GB RAM 16 GB ROM 7.0 inch with Wi-Fi+4G Tablet (Black),7999,9999,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.4,tablet
6698,Lenovo Tab E8 2 GB RAM 16 GB ROM 8 inch with Wi-Fi Only Tablet (Slate Black),6990,13000,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6699,SAMSUNG Galaxy Tablet S7 6 GB RAM 128 GB ROM 11 inch with Wi-Fi Only Tablet (Mystic Bronze),58999,59999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6700,APPLE iPad 32 GB ROM 9.7 inch with Wi-Fi Only (Gold),28000,0,9.7 Retina display for stunning detail,4.6,tablet
6701,APPLE iPad 128 GB ROM 9.7 inch with Wi-Fi Only (Silver),35700,0,9.7 Retina display for stunning detail,4.6,tablet
6702,Alcatel A3 10 1 GB RAM 16 GB ROM 10 inch with Wi-Fi Only Tablet (Black),0,0,Project photos and videos on your TV screen using Miracast,3.9,tablet
6703,APPLE iPad 128 GB ROM 9.7 inch with Wi-Fi+4G (Gold),46300,0,9.7 Retina display for stunning detail,4.6,tablet
6704,FUSION5 105Dv2 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Silver),15999,24999,4 GB RAM | 64 GB ROM,4.3,tablet
6705,APPLE iPad 128 GB ROM 9.7 inch with Wi-Fi Only (Space Grey),35700,0,9.7 Retina display for stunning detail,4.6,tablet
6706,I Kall N9 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+3G Tablet (White),4999,5999,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3,tablet
6707,SAMSUNG Galaxy Tab A T385 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Gold),17989,19300,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,4.3,tablet
6708,SAMSUNG Galaxy Tab A 8.0 2GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Black),11999,12700,2GB RAM | 32 GB ROM,4.3,tablet
6709,Alcatel Pop 4 with Keyboard 2 GB RAM 16 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Dark Grey),0,0,"Comes with NCERT books, reference books and solutions in major languages",4.2,tablet
6710,Wishtel IRA DUO+ 4 GB RAM 64 GB ROM 10 inch with Wi-Fi+4G Tablet (Grey),0,0,4 GB RAM | 64 GB ROM,4.2,tablet
6711,Lenovo Tab 3 2 GB RAM 16 GB ROM 8 inch with Wi-Fi Only Tablet (Black),8499,10000,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,4.1,tablet
6712,SAMSUNG Galaxy J Max 1.5 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Black),11900,12700,1.5 GB RAM | 8 GB ROM | Expandable Upto 200 GB,4.2,tablet
6713,Lenovo Tab 4 8 Plus 4 GB RAM 64 GB ROM 8 inch with Wi-Fi+4G Tablet (Aurora Black),21990,27000,4 GB RAM | 64 GB ROM,4.4,tablet
6714,SAMSUNG Galaxy Tab S6 LTE 6 GB RAM 128 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Cloud Blue),44999,63999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.6,tablet
6715,Alcatel 3T 10 3 GB RAM 32 GB ROM 10 inch with Wi-Fi+4G Tablet (Prime Black),0,0,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4,tablet
6716,APPLE iPad mini 4 2 GB RAM 128 GB ROM 7.9 inch with Wi-Fi Only (Space Grey),33800,42900,2 GB RAM | 128 GB ROM,4.4,tablet
6717,SAMSUNG Galaxy Tab A7 Lite 3 GB RAM 32 GB ROM 8.7 inches with Wi-Fi Only Tablet (Grey),12500,14500,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,4.3,tablet
6718,Lenovo Tab E8 2 GB RAM 16 GB ROM 8 inch with Wi-Fi Only Tablet (Slate Black),6990,13000,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6719,I Kall N13 2 GB RAM 16 GB ROM 7 inch with 4G Tablet (Black),0,0,2 GB RAM | 16 GB ROM,3.2,tablet
6720,SAMSUNG Galaxy Tablet S7 6 GB RAM 128 GB ROM 11 inch with Wi-Fi Only Tablet (Mystic Bronze),58999,59999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6721,Honor MediaPad T3 10 3 GB RAM 32 GB ROM 9.6 inch with Wi-Fi+4G Tablet (Luxurious Gold),14041,17999,Single-piece anodized aluminium body,4.2,tablet
6722,Lenovo Phab 2 Pro 4 GB RAM 64 GB ROM 6.4 inch with Wi-Fi+4G Tablet (Champagne Gold),22999,30000,World's First Tango Enabled Device,3.9,tablet
6723,Honor Pad 5 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Glacial Blue),16999,20999,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4,tablet
6724,APPLE iPad 128 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),46300,0,9.7 Retina display for stunning detail,4.6,tablet
6725,Apple iPad mini 4 128 GB 7.9 inch with Wi-Fi+4G,45900,0,2 GB RAM | 128 GB ROM,4.4,tablet
6726,Honor MediaPad T3 10 3 GB RAM 32 GB ROM 9.6 inch with Wi-Fi+4G Tablet (Luxurious Gold),14041,17999,Single-piece anodized aluminium body,4.2,tablet
